"","title","type","score","scored_by","members","episodes","source","start_year"
"6302","Cutey Honey F","tv",6.63,2262,8952,39,"manga",1997
"6303","Hi no Tori: Uchuu-hen","ova",6.98,1031,2751,1,"manga",1987
"6304","Hyakka Ryouran: Samurai After Specials","special",6.46,3645,9247,2,NA,2015
"6305","Ling Long: Incarnation Final Chapter","ona",7.41,416,962,2,"original",2021
"6306","Kita e.: Diamond Dust Drops","tv",6.58,2565,8639,12,"visual novel",2004
"6307","Dokyuu Hentai HxEros","tv",5.75,47401,117761,12,"manga",2020
"6308","Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie","movie",7.15,723,1945,1,"manga",1999
"6309","Yubisaki kara Honki no Netsujou: Osananajimi wa Shouboushi","ona",6.16,10134,25502,8,"web manga",2019
"6310","Gyakuten Sekai no Denchi Shoujo","tv",6.32,5607,17606,12,"original",2021
"6311","Eureka Seven AO: One More Time - Lord Don't Slow Me Down","ona",6.67,2040,7699,5,"manga",2017
"6312","Shinryaku! Ika Musume: Ika Ice Tabena-ika?","music",6.55,2764,6416,1,"manga",2011
"6313","Dazzling White Town","music",7.18,669,1480,1,"original",2020
"6314","Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!","special",6.52,3012,6705,1,NA,2014
"6315","Himawari!!","tv",6.47,3494,10670,13,"original",2007
"6316","Aisai Nikki","ova",6.39,4444,10274,1,"visual novel",2010
"6317","Uwaki to Honki The Animation","ova",6.57,2595,5502,1,"manga",2020
"6318","Atama Yama","movie",6.4,4329,7647,1,"other",2002
"6319","HeatGuy J Special","special",6.97,1035,2457,1,"original",2003
"6320","Star Beat!: Hoshi no Kodou","music",6.86,1313,2824,1,"original",2016
"6321","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana","tv",6.06,14828,44140,12,"original",2019
"6322","Fantasista Doll","tv",6.16,10087,25934,12,"original",2013
"6323","DRAMAtical Murder: Data_xx_Transitory","special",6.06,14818,30441,1,"visual novel",2014
"6324","Gurazeni","tv",6.37,4715,11222,12,"manga",2018
"6325","Ringetsu The Animation","ova",6.65,2132,5638,3,"visual novel",2006
"6326","Gundam Build Divers Prologue","ona",6.48,3378,6393,1,"original",2018
"6327","Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.","ova",6.65,2131,5544,2,"other",2018
"6328","Shichinin no Nana","tv",6.81,1457,5918,25,"manga",2002
"6329","Kimihagu","ova",6.66,2073,5320,2,"visual novel",2009
"6330","Black Jack (TV): Hizouban Specials","special",7.02,941,2854,2,"manga",2006
"6331","Ling Long: Incarnation Middle Chapter","ona",7.3,506,1134,1,"original",2019
"6332","Wellber no Monogatari: Sisters of Wellber Zwei","tv",6.82,1421,4891,13,"original",2008
"6333","King's Raid: Ishi wo Tsugumono-tachi","tv",6.01,17761,59852,26,"game",2020
"6334","Pokemon: Pikachu no Fuyuyasumi (2000)","ova",6.41,4175,9110,2,"game",1999
"6335","Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai","ova",6.5,3190,9447,4,"visual novel",2010
"6336","Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi","special",6.73,1758,6090,1,NA,2005
"6337","Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?","tv",5.55,110370,246918,12,"light novel",2019
"6338","Pokemon: Meloetta no Kirakira Recital","movie",6.44,3775,8847,1,"game",2012
"6339","Anime Tenchou x Touhou Project","special",6.66,2052,14636,1,"game",2010
"6340","Mahou Shoujo Ai","ova",6.54,2789,8189,5,"visual novel",2003
"6341","Lupin III: Prison of the Past","special",6.85,1322,3997,1,"manga",2019
"6342","Little Monica Monogatari","ova",6.42,3995,8801,2,"visual novel",2002
"6343","Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?","movie",6.69,1903,4385,1,"original",2009
"6344","Zenonzard The Animation Episode 0","ona",6.61,2304,6543,1,"game",2019
"6345","Koukaku Kidoutai Nyuumon Arise","tv",6.76,1623,7388,26,NA,2014
"6346","One Piece: Cry Heart","special",6.51,3049,8308,3,"manga",2014
"6347","Tokimeki Memorial: Only Love Specials","special",6.66,2043,4598,2,"original",2007
"6348","Hashiri Tsuzukete Yokattatte.","tv",6.4,4246,11532,4,"original",2018
"6349","Piplup Step","music",7.09,787,1310,1,"game",2022
"6350","Cardfight!! Vanguard G: Z","tv",6.51,3042,7092,24,"card game",2017
"6351","Yakusoku (Music)","music",7,965,1519,1,"original",2020
"6352","Tatsu no Ko Tarou","movie",6.81,1432,3706,1,"novel",1979
"6353","Rurouni Kenshin: Review Special","special",6.73,1729,5812,1,"manga",1997
"6354","Nu Wushen de Canzhuo Spring Festival Special","ona",7.2,622,1890,1,"game",2021
"6355","Cutey Honey","tv",6.43,3828,15068,25,"manga",1973
"6356","Sin: Nanatsu no Taizai","tv",5.73,47794,139946,12,"other",2017
"6357","Onipan!","tv",6.54,2753,11822,60,"original",2022
"6358","Xie Wang Zhui Qi 3: Shen Nu Guilai","ona",7.19,635,3269,16,"novel",2021
"6359","Queen's Blade OVA","ova",6.32,5376,15849,2,"other",2011
"6360","Lupin III: Pilot Film","movie",6.38,4425,9474,1,"manga",NA
"6361","Digimon Adventure: 20 Shuunen Memorial Story","ona",6.77,1577,5066,5,"original",2020
"6362","Palme no Ki","movie",6.57,2535,6978,1,NA,2002
"6363","Nurse Angel Ririka SOS","tv",7.05,860,3840,35,"manga",1995
"6364","BanG Dream! Film Live 2nd Stage","movie",7.37,429,4737,1,"original",2021
"6365","Yakusoku no Neverland 2nd Season","tv",5.35,400714,814105,11,"manga",2021
"6366","Love Live! x Watering KissMint Collaboration CM","special",6.6,2338,5571,1,"original",2016
"6367","Binan Koukou Chikyuu Boueibu Happy Kiss!","tv",6.48,3309,11413,12,"original",2018
"6368","Honto ni Atta! Reibai Sensei","tv",6.56,2590,7505,22,"manga",2011
"6369","Uma Musume: Pretty Derby - 1st Anniversary Special Animation","special",7.13,723,2443,1,"game",2022
"6370","Chousoku Spinner","tv",6.59,2400,5106,22,"manga",1998
"6371","Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2","movie",7.2,616,3412,3,"original",2019
"6372","Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu","movie",6.83,1356,6102,4,"original",2017
"6373","Rokujouma no Shinryakusha!?","special",6.62,2224,6736,1,"light novel",2010
"6374","Pokemon Movie 22: Mewtwo no Gyakushuu Evolution","movie",6.1,12080,21822,1,"game",2019
"6375","Yoku Wakaru Mahouka! - Saiseitte Nani?","special",6.4,4173,11331,1,"light novel",2015
"6376","Mini Sengoku Basara Ni: Tsukiyo no Katakura-kun","special",6.77,1561,4235,7,NA,2010
"6377","Uchuu Senkan Yamato: Kanketsu-hen","movie",6.92,1086,3751,1,"original",1983
"6378","Yotsunoha","ova",6.32,5273,11191,2,"visual novel",2008
"6379","Full Metal Panic! Movie 1: Boy Meets Girl","movie",6.97,996,6507,1,"light novel",2017
"6380","First Squad: The Moment of Truth","movie",5.97,19628,38626,1,"original",2009
"6381","Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira","ova",6.34,4890,12357,1,"visual novel",2016
"6382","Dorei-ku The Animation","tv",5.94,22237,58265,12,"manga",2018
"6383","22/7: 8＋3=?","special",6.52,2863,6613,1,"other",2020
"6384","Reideen","tv",6.54,2691,8358,26,NA,2007
"6385","Etotama Specials","special",6.48,3230,7774,6,"original",2015
"6386","Ero Semi: Ecchi ni Yaruki ni ABC - The Animation","ova",6.56,2545,6873,1,"visual novel",2017
"6387","s.CRY.ed Alteration I: Tao","movie",6.9,1129,4852,1,"original",2011
"6388","1000-nen Joou: Queen Millennia","movie",6.82,1362,4280,1,"manga",1982
"6389","Ane Log: Moyako Neesan no Tomaranai Monologue","ova",6.05,14255,38636,3,"manga",2014
"6390","Ze Tian Ji 3rd Season","ona",6.97,980,2645,12,"novel",2017
"6391","Shin Chuuka Ichiban!","tv",6.43,3725,10669,12,"manga",2019
"6392","Yasuke","ona",5.77,38293,69509,6,"other",2021
"6393","eX-Driver the Movie","movie",6.6,2275,4755,1,"original",2002
"6394","Akihabara Dennou-gumi","tv",6.56,2525,6862,26,"original",1998
"6395","Umayon","tv",6.27,6154,14837,12,"4 koma manga",2020
"6396","Tezuka Osamu no Buddha: Owarinaki Tabi","movie",6.88,1177,3593,1,"manga",2014
"6397","Geragera Boes Monogatari","tv",7.06,806,1603,52,"other",1987
"6398","Kuma Miko Specials","special",6.55,2585,7003,2,"manga",2016
"6399",".hack//G.U. Trilogy: Parody Mode","special",6.4,4039,10378,1,"game",2008
"6400","Kyoto Animation: Megane-hen","special",6.3,5541,12117,1,"light novel",2012
"6401","Busou Shinki: Install x Dream","ova",6.55,2580,6196,1,NA,2013
"6402","Kurokami: Intermission","special",6.61,2205,6164,1,NA,2009
"6403","Terra e...","movie",6.46,3361,9844,1,"manga",1980
"6404","Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu","ona",6.18,8465,24321,10,"manga",2012
"6405","Umineko no Naku Koro ni Specials","special",6.33,4872,15638,26,NA,2009
"6406","Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza","special",6.85,1242,4530,1,"original",2013
"6407","Hakuouki OVA (2021)","ova",7.06,799,4757,3,"visual novel",2021
"6408","Yumeria","tv",6.08,12443,26687,12,"visual novel",2004
"6409","Candy Candy (Movie)","movie",6.75,1577,3712,1,NA,1992
"6410","Pokemon: Pikachu no Fuyuyasumi (2001)","ova",6.39,4081,9127,3,"game",2000
"6411","TWO-MIX: White Reflection","music",6.76,1525,2410,1,"music",1997
"6412","Biohazard: Infinite Darkness","ona",6.22,7127,12527,4,"game",2021
"6413","Makai Tenshi Djibril","ova",6.45,3395,8811,4,"visual novel",2004
"6414","Baumkuchen End","music",6.95,985,1572,1,"original",2019
"6415","Blossom","movie",6.51,2836,4835,1,"original",2012
"6416","Hajimete no Hitozuma","ova",6.53,2667,5773,4,"manga",2020
"6417","Sengoku Musou SP: Sanada no Shou","special",6.57,2393,5610,1,"game",2014
"6418","Toutotsu ni Egypt Shin","ona",6.56,2459,5523,10,"other",2020
"6419","School Days: Valentine Days","ova",5.83,28985,51623,1,"visual novel",2008
"6420","Stratos 4 Advance Kanketsu-hen","ova",6.9,1083,2744,2,"original",2006
"6421","Good Morning","music",6.43,3568,5513,1,"music",2008
"6422","Pokemon XY: Odemashi Ko Majin Hoopa","ova",6.42,3686,7789,1,"game",2015
"6423","Miracle Giants Doumu-kun","tv",7.28,487,1526,49,"manga",1989
"6424","Kamui no Ken","movie",6.64,2018,6218,1,"novel",1985
"6425","Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries","ona",6.54,2586,11491,10,"visual novel",2009
"6426","Tottoko Hamtarou Hai!","tv",6.66,1915,4695,77,NA,2006
"6427","To Heart 2 Adnext","ova",6.74,1582,4605,2,"visual novel",2010
"6428","Sasami: Mahou Shoujo Club 2","tv",6.77,1461,4114,13,NA,2006
"6429","Shen Yin Wangzuo","ona",7.58,282,1253,26,"web novel",2022
"6430","Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki","special",6.5,2888,9762,1,"manga",2019
"6431","Yami Shibai 6","tv",6.16,8843,19218,13,"original",2018
"6432","Bakusou Kyoudai Let's & Go MAX","tv",6.66,1910,3573,51,"manga",1998
"6433","Toki wa Meguru: Tokyo Station","ona",6.56,2434,4844,1,"original",2014
"6434","Isekai Cheat Magician","tv",5.44,146310,272426,12,"light novel",2019
"6435","Kyoukai Senki Part 2","tv",6.48,3077,9295,12,"original",2022
"6436","Ange Vierge","tv",6.01,15374,51875,12,"card game",2016
"6437","Kami Kuzu☆Idol","tv",6.68,1805,12754,10,"manga",2022
"6438","Bakuretsu Tenshi: Infinity Special","special",6.69,1767,5580,1,"original",2007
"6439","Popolocrois Monogatari","tv",7.01,871,2997,25,"game",1998
"6440","Yuyushiki: Nyanyashiki","special",6.29,5481,12244,6,"4 koma manga",2013
"6441","Jewelpet Kira☆Deco!","tv",6.88,1124,3786,52,"original",2012
"6442","Panchira Teacher","ova",6.37,4217,9535,2,"original",2004
"6443","Break Blade Movie Picture Drama","special",6.6,2185,6213,6,"manga",2010
"6444","Mayoiga","tv",5.5,105948,207220,12,"original",2016
"6445","Iron Man","tv",6.05,13137,27309,12,"other",2010
"6446","Makiba no Shoujo Katri","tv",6.91,1047,3387,49,"novel",1984
"6447","Shikiyoku Infinite","ova",6.53,2619,6086,2,"manga",2020
"6448","Evil or Live","tv",5.8,31393,74071,12,"web manga",2017
"6449","Aru Tabibito no Nikki Specials","special",6.33,4683,7529,3,"original",2006
"6450","Haunted Junction","tv",6.74,1567,4152,12,"manga",1997
"6451","WiSH VOYAGE","music",7.1,714,1482,1,"game",2018
"6452","Doraemon: Doraemon Comes Back (Movie)","movie",6.9,1064,2262,1,NA,1998
"6453","Kuromajo-san ga Tooru!!","tv",6.56,2402,8779,60,"novel",2012
"6454","Nihonbashi Koukashita R Keikaku","music",6.62,2077,3674,1,NA,2012
"6455","Jewelpet Happiness","tv",7,879,3255,52,"original",2013
"6456","Vampire","ova",6.57,2326,6206,2,"original",2011
"6457","Sei Shoujo The Animation","ova",6.67,1834,5143,1,"visual novel",2014
"6458","Jikuu Tantei Genshi-kun","tv",6.34,4490,8829,39,"original",1998
"6459","Kuro no Kyoushitsu","ova",6.52,2665,7358,2,"visual novel",2015
"6460","Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa","movie",6.26,5918,13652,1,"novel",1992
"6461","Tactical Roar","tv",6.42,3583,9660,13,"original",2006
"6462","Crying Freeman","ova",6.43,3474,10393,6,"manga",1988
"6463","Actors: Songs Connection","tv",6.31,4969,16209,12,"music",2019
"6464","Bokura no Sex","ova",6.51,2741,6856,2,"manga",2016
"6465","Tokimeki Runners","music",6.83,1240,3188,1,"other",2018
"6466","Dakara Boku wa Ongaku wo Yameta","music",7.08,737,1318,1,"original",2019
"6467","Alps Monogatari: Watashi no Annette","tv",6.75,1504,3793,48,"book",1983
"6468","Transformers: Car Robots","tv",6.56,2374,4642,39,NA,2000
"6469","Shin Tennis no Ouji-sama: U-17 World Cup","tv",7.15,636,7734,NA,"manga",2022
"6470","Bosco Daibouken","tv",7.16,620,1655,26,"book",1986
"6471","Burn Up! W","ova",6.36,4261,9397,4,"original",1996
"6472","Cocolors","movie",6.71,1652,7087,1,"original",2017
"6473","Cherry & Gal's↑↑","ova",6.36,4255,9232,2,"manga",2018
"6474","Princess Tutu Recaps","special",6.58,2253,5583,3,"original",2002
"6475","Wanwan Sanjuushi","tv",6.76,1454,2838,26,"novel",1981
"6476","Wonder Garden","ona",6.37,4084,7166,1,"original",2013
"6477","Soukou Kijo Iris","ova",6.61,2088,5891,4,"visual novel",2007
"6478","Sex Friend Osananajimi: Shojo to Doutei wa Hazukashii tte Minna ga Iu kara - The Animation","ova",6.65,1901,4213,1,"visual novel",2020
"6479","Makai Toshi Shinjuku","ova",6.15,8686,19873,1,"novel",1988
"6480","Egao no Daika","tv",6.05,12620,35360,12,"original",2019
"6481","Shadow Skill (1996)","ova",6.58,2239,5291,3,"manga",1996
"6482","Arifureta Shokugyou de Sekai Saikyou Recap","special",6,15083,30378,1,"light novel",2019
"6483","Holy Knight","ova",5.95,17853,40707,2,"manga",2012
"6484","CB Chara Go Nagai World","ova",6.81,1280,3161,3,NA,1991
"6485","009-1","tv",6.22,6587,19375,12,"manga",2006
"6486","Saiyuuki Reload: Zeroin","tv",6.6,2121,10542,13,"manga",2022
"6487","Shin Strange+","tv",6.23,6295,13585,12,"manga",2014
"6488","Soukou Kihei Votoms: Big Battle","ova",6.74,1511,3253,1,"original",1986
"6489","AD Police","ova",6.25,5912,15605,3,"original",1990
"6490","The Hakkenden","ova",6.6,2117,8250,6,"novel",1990
"6491","I''s Pure Bonus","special",6.44,3314,6455,5,"manga",2005
"6492","Diabolik Lovers More,Blood","tv",5.55,74961,139649,12,"visual novel",2015
"6493","Imouto Jiru","ova",6.39,3813,9781,2,"visual novel",2003
"6494","Omoi no Kakera","special",6.51,2667,5942,1,"original",2016
"6495","Pokemon Ranger: Hikari no Kiseki","special",6.4,3696,9080,2,"game",2010
"6496","Yuki no Joou (TV)","tv",6.99,864,4019,36,"book",2005
"6497","Deji Meets Girl","tv",6.15,8504,28619,12,"original",2021
"6498","Green Green OVA","ova",5.98,15862,26812,1,"visual novel",2002
"6499","Hataraku Saibou Black","ona",6.66,1818,6718,1,"manga",2020
"6500","Shinzou Ningen Casshern","tv",6.74,1495,5749,35,"original",1973
"6501","Ore ga Kanojo wo *su Wake","ova",6.39,3782,8918,6,"original",2018
"6502","Daisuki! BuBu ChaCha","tv",7.05,760,1625,26,"original",2001
"6503",".hack//Gift","ova",6.12,9506,20099,1,"original",2003
"6504","Pokemon XY SP: Road to Kalos","special",6.44,3274,7743,1,"game",2013
"6505","Kinnikuman: Kinnikusei Oui Soudatsu-hen","tv",6.91,998,3019,46,"manga",1991
"6506","Aozora Shoujo-tai","ova",6.49,2795,7295,7,"manga",1994
"6507","Houkago no Pleiades","ona",6.14,8666,17236,4,"original",2011
"6508","Saishuu Chikan Densha Next","ova",6.64,1891,5468,2,"visual novel",2012
"6509","Koutetsu Tenshi Kurumi 2","tv",6.28,5188,11365,12,"original",2001
"6510","Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone","movie",6.72,1553,11328,1,"original",2018
"6511","Daisougen no Chiisana Tenshi: Bush Baby","tv",7.12,650,2458,40,"novel",1992
"6512","Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!","movie",6.78,1345,3015,1,"manga",2007
"6513","Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3","movie",7.29,443,2908,3,"original",2020
"6514","Sacred Seven: Shirogane no Tsubasa","movie",6.66,1788,6179,1,"original",2012
"6515","Sayonara Zetsubou Sensei Special Omake","special",6.59,2119,6336,1,"manga",2012
"6516","Bai Yao Pu 2nd Season","ona",7.26,473,2241,12,"novel",2021
"6517","Blue Seed Omake","special",6.82,1208,2902,14,NA,1995
"6518","Tantei Kageki Milky Holmes TD","tv",6.46,3024,8583,12,"original",2015
"6519","Fushigi Mahou Fun Fun Pharmacy","tv",7.19,552,2791,48,NA,1998
"6520","Sirius no Densetsu","movie",6.68,1690,4932,1,"book",1981
"6521","Divine Gate","tv",5.55,69428,158950,12,"game",2016
"6522","1001 Nights","movie",6.29,4955,12657,1,"other",1999
"6523","12-sai.","ova",6.25,5656,13161,8,"manga",2014
"6524","Full Metal Panic! Movie 3: Into the Blue","movie",7.01,804,6031,1,"light novel",2018
"6525","Hachigatsu no Cinderella Nine (TV)","tv",6.12,9144,25255,12,"game",2019
"6526","Green Legend Ran","ova",6.61,2000,5843,3,"original",1992
"6527","Mahou no Princess Minky Momo: Yume wo Dakishimete","tv",7,821,2774,62,"original",1991
"6528","Dennou Boukenki Webdiver","tv",6.94,914,2345,52,"original",2001
"6529","Fei Ren Zai","ona",7.06,724,3340,48,"manga",2018
"6530","Gundam vs Hello Kitty","ona",6.51,2583,5314,3,"mixed media",2019
"6531","Wolverine","tv",6.04,12197,25169,12,"other",2011
"6532","Oshiete Re: Maid","ova",6.6,2043,5975,2,"visual novel",2007
"6533","SF Saiyuuki Starzinger","tv",6.99,834,2434,73,"original",1978
"6534","Houkago: Nureta Seifuku","ova",6.37,3851,8721,3,"visual novel",2005
"6535","Project A-Ko 2: Daitokuji Zaibatsu no Inbou","ova",6.47,2882,5690,1,"original",1987
"6536","Hanasakeru Seishounen Recaps","special",6.78,1320,4041,3,"manga",2009
"6537","Full Metal Panic! Movie 2: One Night Stand","movie",7,817,6038,1,"light novel",2018
"6538","Uchuu Senkan Yamato (Movie)","movie",6.72,1515,4757,1,"original",1977
"6539","Bakutou Sengen Daigunder","tv",6.72,1515,2861,39,"original",2002
"6540","Akina to Onsen de H Shiyo!","ova",6.41,3417,8487,1,"original",2010
"6541","Maze☆Bakunetsu Jikuu (TV)","tv",6.62,1942,6197,25,"manga",1997
"6542","Love All Play","tv",6.29,4875,29139,24,"novel",2022
"6543","True Tears: Mini Chara 4-koma Gekijou","special",6.31,4567,10386,7,"original",2008
"6544","Ranma ½: DoCo Music Video","ova",6.83,1156,3593,1,NA,1995
"6545","Seika Jogakuin Kounin Sao Ojisan","ova",7.22,505,2095,4,"manga",2022
"6546","Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!","movie",7.19,542,1904,1,"original",2021
"6547","Xuyuan Shenlong","movie",7.17,570,993,1,"original",2021
"6548","King of Prism: Pride the Hero","movie",6.93,920,4149,1,"original",2017
"6549","Semantic Error","ona",7.06,718,1726,4,"web manga",2021
"6550","Himekishi Olivia","ova",6.49,2686,6877,2,"visual novel",2013
"6551","Zetsumetsu Kigu Shoujo: Amazing Twins","ova",6.34,4109,10818,2,"original",2014
"6552","Puchitto Gargantia","ona",6.29,4828,9571,13,NA,2013
"6553","Hakuouki: Otogisoushi","tv",6.61,1966,6025,12,"visual novel",2016
"6554","Kabukichou Sherlock OVA","ova",6.73,1455,6031,6,"original",2020
"6555","Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!","special",6.8,1233,4112,1,"manga",2016
"6556","Renou Xueyuan","ona",7.32,400,892,10,"game",2021
"6557","Template","music",7.21,511,849,1,"original",2022
"6558","Maid in Heaven SuperS","ova",6.41,3377,8186,2,"visual novel",2005
"6559","Onegai☆Teacher: Reminiscence Disc","ova",6.67,1685,4729,1,"original",2003
"6560","Koi☆Sento","ova",6.35,3973,7809,1,"original",2010
"6561","Ma La Nu Pei","ona",6.95,869,3814,32,"manga",2020
"6562","Mahou Shoujo-tai Arusu the Adventure","ova",6.74,1415,5031,6,"original",2007
"6563","Massara","ona",6.96,852,1623,1,"music",2021
"6564","Kurogane no Linebarrels Specials","special",6.55,2250,5001,2,"manga",2009
"6565","VS Knight Lamune & 40 Fire","tv",6.94,883,2652,26,"original",1996
"6566","Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi","ova",6.52,2434,6674,2,"visual novel",2017
"6567","Wo Shi Jiang Xiaobai (2018)","ona",7.07,687,2543,1,"original",2018
"6568","Iya na Kao sare nagara Opantsu Misete Moraitai","ona",5.76,29770,82697,6,"other",2018
"6569","Urusei Yatsura: Haru da, Tobidase!","special",6.66,1708,4280,1,"manga",1982
